"An error occurred while saving your page.";"Une erreur est survenue lors de la sauvegarde de votre page."
"Interest to be a reseller";"Intérêt d'être revendeur"
"The Tiger Plateform";"La plateforme Tiger"
"Features Know/How";"Connaître toutes les fonctionnalités"
"How to create your white label admin panel";"Créez son interface d'administration en marque blanche"
"Questions & Answers";"Questions - Réponses"
"Presentation about the next webinar";"Présentation des prochains Webinars"
"Duration: 1h";"Durée : 1h"
"See dates of 1st webinar";"Voir les dates du 1er webinar"
"and at the end of the second webinar, get 3 free apps.";"Et à l'issu du second webinar, j'obtiens 3 apps gratuites"
"Webinar 2/: Sale techniques from our best resellers";"Webinar 2/ : Les techniques de vente de nos meilleurs revendeurs"
"Be well prepared";"Préparer sa prospection"
"Get your first appointments";"Obtenir ses premiers rendez-vous"
Rendezvous;"L'argumentation durant le rendez-vous"
Concretization;"La concrétisation"
;"La technique des références"
;"Vos 3 applications gratuites"
"First webinar registration required";"Inscription au 1er webinar requise"
"sign-up link given at the end of the first webinar";"le lien d'inscription sera fourni lors du 1er webinar"
popup_en.jpg;popup_fr.jpg
https://attendee.gotowebinar.com/rt/7437712732084466945;https://attendee.gotowebinar.com/rt/4336500603082675458
;
"Click Here";Cliquez-ici
Download;Télécharger
"Legal / Administrative:";"Administratif/Juridique :"
"General terms and conditions of sale:";"Conditions générales de vente :"
"Billing software:";"Logiciel de facturation et suivi clients :"
"(free, download and install on your serveur)";"(gratuit, à télécharger et installer sur vos serveurs)"
Freshbooks;Freshbooks
"(online software, in english)";"(logiciel en ligne, et en anglais)."
Communication:;"Communication :"
"A4 Flyer:";"Plaquette A4 :"
"Business Card (1 side):";"Carte de visite recto :"
"Business Card (2 sides):";"Carte de visite recto/verso :"
"White Label Preview App:";"App de prévisualisation en marque blanche :"
"Type ""Mobile Company Previewer"" on the App store or the Google play";"Cherchez ""Mobile company previewer"" sur l'App Store ou Google Play"
"Or clic on these links:";"Ou cliquez sur ces liens :"
IOS:;"IOS :"
Android:;"Android :"
"Demo account ""portfolio"":";"Compte de démo ""portfolio"" :"
Login:;"Login :"
Password:;"Mot de passe :"
Commercial:;"Commercial :"
"Elaborated quotation";"Devis élaboré (à personnaliser)."
"Reseller handbook:";"Guide du revendeur :"
Sales:;"La vente :"
"Prospection tools:";"Outil de prospection :"
"Prospecting script:";"Scripts de prospection :"
"Email to access preview App:";"Mail d'accès à l'app de prévisualisation :"
"Prospection sheets:";"Fiches de prospection :"
"Prospection file: ";"Fichier de prospection :"
"Appointment tools: ";"Outils pour le rendez-vous :"
"Advantages sheets: ";"Fiches Avantages/fonctionnalité :"
"Commercial sheets: ";"Fiches de RDV Commercial :"
"Graphic kits:";"Kit Graphique :"
"iOS7 interface PSD:";"Interface IOS7 :"
"Smartphones PSD:";"Kit graphique smartphones :"
"Features icons:";"Icônes fonctionnalités :"
"Features screenshots:";"Clichés écran fonctionnalités :"
;
https://itunes.apple.com/en/app/mobile-company-previewer/id734859138?mt=8;https://itunes.apple.com/fr/app/mobile-company-previewer/id734859138?mt=8
https://play.google.com/store/apps/details?id=com.mobile.company.previewer;https://play.google.com/store/apps/details?id=com.mobile.company.previewer
;/media/revendeurs/juridique/contrat_et_conditions.doc
;/media/revendeurs/communication/plaquetteA4.psd
/media/resellers/communication/business_card_1side.psd;/media/revendeurs/communication/carte_recto.psd
/media/resellers/communication/business_card_2sides.psd;/media/revendeurs/communication/carte_recto_verso.psd
;/media/revendeurs/commercial/devis.doc
;/media/revendeurs/commercial/vendre.pdf
;/media/revendeurs/commercial/scripts_prospection.docx
;/media/revendeurs/commercial/mail_acces_preview.docx
;/media/revendeurs/commercial/tableau_prospects.xlsx
;/media/revendeurs/commercial/fiche_prospection.xlsx
/media/resellers/commercial/features_sheets.pdf;/media/revendeurs/commercial/avantages-fonctionnalites.pdf
/media/resellers/commercial/commercial_sheets.pdf;/media/revendeurs/commercial/fiches-commerciales.pdf
/media/resellers/grafic_kit/iOS7_TeehanLax.psd;/media/revendeurs/kits_graphiques/iOS7_TeehanLax.psd
/media/resellers/grafic_kit/kit_smartphones.psd;/media/revendeurs/kits_graphiques/kit_smartphones.psd
/media/resellers/grafic_kit/resellers_icons.zip;/media/revendeurs/kits_graphiques/resellers_icons.zip
/media/resellers/grafic_kit/resellers_design.zip;/media/revendeurs/kits_graphiques/resellers_design.zip
;
;"Tiger App creator est un service de :"
;"SAS Au capital de 58.000€"
;"Registre du Commerce et des Sociétés de Toulouse 751 984 360"
;"TVAIntracom. : FR36751984360"
;"Directeur de la publication et responsable éditorial : Aladin El Hedri"
;Téléphone
;Email
;Hébergement
;Hébergeur :
;Adresse :
;"Tél : 0899 701 761"
;"Fax : 03 20 20 09 58"
;"Mail :"
;"Informatique, droits d'accès et de rectification"
;"Tiger App Creator est enregistré à la CNIL sous le n° d'enregistrement : 1655324.<br />Tiger App Creator s'engage à ne jamais communiquer à des tiers les informations concernant les utilisateurs recueillies lors des inscriptions sur le site. Tiger App Creator peut être amené à recueillir les adresses IP, dates et heures de visite des utilisateurs du site afin de surveiller les intrusions et les statistiques de fréquentation du site. Ces données seront conservées le temps nécessaire pour répondre à ces besoins et seront supprimées ensuite. Les utilisateurs du site bénéficient d'un droit d'accès, de rectification et de suppression des données les concernant via leur compte membre ou via le formulaire de contact disponible sur le site."
;"Tiger App Creator n'est pas responsable du contenu, des liens proposés et quant aux litiges, problèmes, infractions, escroqueries, ou autre incident qui pourraient éventuellement se produire avec les sociétés citées dans le site."
;"Droits d'auteurs et marque déposée"
;"Tiger App Creator est une marque déposée de la société Xtraball SAS au capital de 58.000€ RCS Toulouse 751984360."
;"Les textes, commentaires, ouvrages, illustrations et images, visuels ou sonores du site Tiger App Creator.com sont régis par le Code français de la Propriété Intellectuelle ils sont la propriété exclusive de Tiger App Creator. Par conséquent, ils ne peuvent être reproduits, exploités ou utilisés à quel titre que ce soit."
;"Les marques, produits et sociétés, présents sur le site Tiger App Creator.com sont la propriété de leurs auteurs respectifs."
;"Accès au site Internet"
;"Le site est accessible 24h sur 24 et 7 jours sur 7 sous réserves de périodes de maintenance du site, de pannes et en cas de force majeure."
;
"The Tiger Team:";"L'équipe de Tiger App Creator :"
"Tiger App Creator is created by Xtraball SAS";"Tiger App Creator est développé par la société Xtraball, SAS au capital de 58.000€."
"We love local business";"Nous aimons les commerçants"
"We love local business. We love local retailers. We are confident their services and proximity to customers, giving them a major advantage over other modes of distribution more impersonal.";"Nous aimons le commerce de proximité. Nous aimons les commerçants. Nous sommes convaincus que leurs services et leur proximité avec les clients, leur donnent un avantage de taille sur d'autres modes de distribution plus impersonnels."
"Our way of loving local retailers is to empower their interlocutors (developers, communication consultants, suppliers, advertising agencies) to create beautiful and effective digital tools for them. And we empower them through Tiger App Creator, your platform for creating successful mobile solutions.";"Notre façon d'aimer les commerçants est de donner les moyens à leurs interlocuteurs privilégiés (amis développeurs, conseillers en communication, fournisseurs, agences de communication) de leur créer des outils digitaux, beaux et performants. Et nous leur en donnons les moyens au travers de Tiger App Creator, votre plateforme de création de solutions mobiles performantes."
"Aladin El Hedri – Co-Founder – CEO";"Aladin El Hedri - Co-fondateur - Président"
"Aladin is a web and mobile marketing specialist. He spent five years as a partner and marketing director at PCkado SA, including the site of www.vente diable.com (online flash sales). Then in 2009 he created another company, Blackgrana, specialized in Marketing web and mobile development. Since 2012, he is the CEO of Xtraball, specialized in mobile marketing solutions for businesses.";"Aladin est un spécialiste du marketing web et mobile. Il a été pendant 5 ans associé et directeur marketing chez PCkado SA, avec notamment le site www.vente-du-diable.com. Puis il a créé en 2009 une autre société, Blackgrana, spécialisée en Marketing et Développement web et mobile. Depuis 2012, il est président de la SAS Xtraball, spécialisée dans les solutions de marketing mobile pour les commerces."
"Adrien Sala – Co-Founder – CTO";"Adrien Sala - Co-fondateur - Directeur Technique"
"Until 2010, Adrien was CTO at AIMS, a development and advertising agency. He developed the company on the Magento framework, making this agency a pioneer in the field. In 2011, he was then a consultant in web and mobile development, working for clients ranging from e-commerce to service industry. Since 2012, he is co-founder and CTO of Xtraball.";"Jusqu'en 2010, Adrien a été responsable informatique chez AIMS, agence de développement et conseil en publicité. Il a notamment développé la société sur le framework Magento, faisant de cette agence une des pionnières en la matière. En 2011, il a ensuite été consultant en développement web et mobile, travaillant pour des clients allant du e-commerce au monde des services. Depuis 2012, il est co-fondateur et directeur technique de la SAS Xtraball."
"Guillaume Raoult – Lead Dev";"Guillaume Raoult - Lead Dev"
"Guillaume is one of those developers with enlightened mind, able to translate complex customer problems in great solutions.";"Guillaume fait partie de ces développeurs qui ont la tête bien faite et qui sont capables, aussi bien, de développer que de gérer un projet en traduisant les problématiques complexes des clients."
;
"Terms of service";"CONDITIONS GENERALES DU SERVICE TIGER APP CREATOR"
"Article 1.- Definitions";"Article 1.- Définitions"
"The term ""Service"" refers to the service TIGER APP CREATOR, utilized by the User to serve Clients, accessible by mobile phone, of which the functionalities are chosen and managed by the User through the site www.tigerappcreator.com.<br />""User"" refers to the person who subscribes to the Service.<br />""Client(s)"" refers to the clients of the User, for whom the Service is intended.";"Service désigne le service TIGER APP CREATOR utilisé par l'Utilisateur à destination des Clients, accessible par téléphone mobile, dont les fonctionnalités sont choisies et gérées par l'Utilisateur sur le site www.tigerappcreator.com.<br />Utilisateur désigne la personne qui a souscrit au Service.<br />Client(s) désigne(nt) les clients de l'Utilisateur, destinataire du Service."
"Article 2.- Scope ";"Article 2.- Objet"
"The present general terms and conditions (hereafter referred to as ""General Conditions"") are set down to define the conditions of access, definition and use of the Service provided by the company XTRABALL, a simplified joint stock company with a capital of 58,000 euros, registered with the Toulouse Trade Registry under the reference 751 984 360.";"Les présentes conditions générales (ci-après les « Conditions Générales ») ont pour objet de définir les conditions d'accès et de définition et d'utilisation du Service proposé par la société XTRABALL, société par actions simplifiée au capital de 58.000 euros, immatriculée au Registre du Commerce et des Sociétés de Toulouse sous le numéro 751 984 360."
"Article 3.- Duration – Choice of payment terms";"Article 3.- Durée – Choix des modalités de paiement"
"3.1. The duration of the subscription to the Service by the User has effect from the date that the service is activated – for which the User will be notified vie electronic mail – and for the duration that the User chose upon subscription.";"3.1. La durée de souscription au Service par l'Utilisateur prend effet à compter de la date d'ouverture du Service dont l'Utilisateur est informé par courrier électronique, pour la durée qu'il a choisit au moment de sa souscription."
"3.2. The User chooses the duration and terms of payment for the Service upon subscription. The duration and terms thus chosen by the User, and the contractual conditions associated with these, are an integral part of the General Conditions.";"3.2. L'Utilisateur choisit la durée et les modalités de paiement du Service au moment de sa souscription. La durée et les modalités ainsi choisies par l'Utilisateur et les conditions contractuelles associées font partie intégrante des Conditions Générales."
"Article 4.- Conditions for access to the Service";"Article 4.- Conditions d'accès au Service"
"4.1. The User is necessarily a professional, whether acting as natural or legal person.";"4.1. L'Utilisateur doit obligatoirement être commerçant, personne physique ou morale."
"4.2. The User acknowledges having had the time, information, documents and guidance necessary to verify that the Service corresponds to his needs. Consequently, XTRABALL cannot be held responsible for any unsuitability of the Service to the aforementioned needs.";"4.2. L'Utilisateur reconnaît avoir eu, le temps, les informations, la documentation et les conseils nécessaires afin de vérifier que le Service correspond bien à ses besoins. XTRABALL ne peut dès lors être responsable d'une éventuelle inadéquation entre le Service et les dits besoins."
"4.3. The User subscribes to, creates and handles the Service on the website www.tigerappcreator.com.";"4.3. Le Service est souscrit, créé et géré par l'Utilisateur sur le site www.tigerappcreator.com."
"4.4. The validation of the subscription to the Service implies unconditional acceptance of the General Conditions.";"4.4. La validation de la souscription au Service entraine l'acceptation sans réserve des Conditions Générales."
"4.5. The Clients can use the Service created by the User exclusively on their mobile devices, either with mobile phones using web-type mobile solutions (web application/mobile site) or with native applications.";"4.5. Les Clients peuvent utiliser le Service créé par l'Utilisateur uniquement sur leurs mobiles téléphonique soit par le biais de téléphones mobiles disposant de solutions mobiles de typeweb (webapp/site mobile) soit par le biais d'applications natives."
"4.6. Following the on-line subscription to the Service, XTRABALL issues a personal confidential access code to each User, composed of a user identification code and a password enabling the User to authenticate himself and thus access the service.";"4.6. A l'issue de la souscription en ligne du Service, XTRABALL délivre à titre personnel et confidentiel à chaque Utilisateur des codes d'accès composés d'un identifiant et d'un mot de passe qui leur permettront de s'authentifier et ainsi d'accéder au Service."
"The user identification and password will be sent to the electronic address of each User, as it is indicated in the on-line subscription form of the Service.";"L'identifiant et le mot de passe seront envoyés à l'adresse électronique de chaque Utilisateur, telle qu'indiquée dans le formulaire de souscription en ligne du Service."
"The safeguarding of user identification and password information is under the sole responsibility of the User, who must take any measures necessary to keep third parties from knowing or using them in any way and under any circumstances. The User agrees to immediately inform XTRABALL of any use by an unauthorized third party.";"La conservation des identifiants et mots de passe est placée sous l'entière responsabilité de l'Utilisateur qui devra prendre toute les mesures nécessaires pour que ceux-ci ne soient pas connus ou utilisés par des tiers, et ce sous quelque forme et à quelque titre que ce soit. L'Utilisateur s'engage à informer immédiatement XTRABALL de toute utilisation par un tiers non autorisé."
